ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;11.10.2023;14;32395.20;30725.82;2150.44;2024.54;2687.03;924.91;
ОЭС Центра;11.10.2023;15;32344.30;30725.92;2146.05;2016.07;2613.31;735.00;
ОЭС Центра;11.10.2023;16;32191.58;30726.61;2143.46;2010.28;2681.83;1142.28;
ОЭС Центра;11.10.2023;17;32314.42;31793.79;2208.75;2038.43;2613.18;735.00;
ОЭС Центра;11.10.2023;18;32743.22;32675.30;2440.55;2218.88;3120.90;735.00;
ОЭС Центра;11.10.2023;19;32603.59;32075.12;2232.04;2057.98;2669.69;735.00;
ОЭС Центра;11.10.2023;20;31898.29;30590.47;2098.73;1976.16;2577.08;1045.41;
ОЭС Центра;11.10.2023;21;30951.47;29278.58;2018.94;1890.44;2520.24;1099.77;
ОЭС Центра;11.10.2023;22;29422.05;27456.99;1607.66;1550.82;1826.72;1239.20;
ОЭС Центра;11.10.2023;23;28661.60;26607.55;1279.47;1236.55;1433.24;977.30;
ОЭС Центра;10.10.2023;0;26876.48;25465.10;1186.76;1149.02;1303.15;1011.28;
ОЭС Центра;10.10.2023;1;26064.27;24871.51;1103.89;1067.71;1211.60;937.78;
ОЭС Центра;10.10.2023;2;25617.19;24618.56;1082.08;1046.70;1185.82;897.84;
ОЭС Центра;10.10.2023;3;25477.37;24562.28;1073.70;1038.51;1175.66;881.05;
ОЭС Центра;10.10.2023;4;25527.99;25224.31;1114.63;1080.50;1220.32;927.13;
ОЭС Центра;10.10.2023;5;26446.15;26055.29;1290.18;1251.98;1417.85;1068.92;
ОЭС Центра;10.10.2023;6;26972.78;26769.88;1484.92;1441.49;1641.08;1271.95;
ОЭС Центра;10.10.2023;7;28816.94;28392.90;1709.95;1652.50;1913.18;1447.54;
ОЭС Центра;10.10.2023;8;30645.47;30070.65;1981.19;1893.70;2365.55;1633.54;
ОЭС Центра;10.10.2023;9;32004.81;31694.45;2060.93;1942.08;2472.55;1136.88;
ОЭС Центра;10.10.2023;10;32418.09;32117.46;2118.63;1976.13;2490.45;1491.52;
ОЭС Центра;10.10.2023;11;32338.12;31442.85;2076.52;1968.43;2490.13;1119.70;
ОЭС Центра;10.10.2023;12;31994.59;30647.15;2081.13;1981.94;2440.76;1463.85;
ОЭС Центра;10.10.2023;13;32130.68;30713.09;2090.79;1991.25;2462.33;1434.27;
ОЭС Центра;10.10.2023;14;31968.84;30641.07;2078.40;1979.11;2445.07;1419.21;
ОЭС Центра;10.10.2023;15;31916.24;30686.19;2081.23;1981.45;2441.49;1450.01;
ОЭС Центра;10.10.2023;16;31787.50;30685.02;2082.69;1982.36;2442.55;1434.19;
ОЭС Центра;10.10.2023;17;31985.65;31488.37;2117.03;1998.76;2434.70;1548.17;
ОЭС Центра;10.10.2023;18;32491.55;32408.74;2203.04;2049.60;2564.57;1534.83;
ОЭС Центра;10.10.2023;19;32496.87;32313.23;2206.62;2054.59;2575.43;1487.45;
ОЭС Центра;10.10.2023;20;31730.92;30562.43;2063.60;1964.93;2420.83;1374.46;
ОЭС Центра;10.10.2023;21;30904.82;29489.61;1997.99;1898.04;2395.69;1157.97;
ОЭС Центра;10.10.2023;22;29379.30;28084.28;1740.50;1672.50;1970.67;1342.98;
ОЭС Центра;10.10.2023;23;28579.48;26686.41;1343.74;1302.25;1491.30;1051.45;
ОЭС Центра;09.10.2023;0;25841.36;24384.44;1181.51;1144.45;1273.13;971.93;
ОЭС Центра;09.10.2023;1;25029.32;23608.34;1087.23;1051.26;1167.34;877.05;
ОЭС Центра;09.10.2023;2;24585.94;23594.34;1013.18;980.29;1086.65;816.20;
ОЭС Центра;09.10.2023;3;24460.22;23582.44;985.69;953.57;1055.33;787.42;
ОЭС Центра;09.10.2023;4;24213.54;23853.44;1043.95;1011.11;1119.71;825.18;
ОЭС Центра;09.10.2023;5;25807.95;25030.95;1265.26;1222.66;1380.22;1028.02;
ОЭС Центра;09.10.2023;6;26424.63;25683.21;1413.71;1370.45;1553.37;1238.48;
ОЭС Центра;09.10.2023;7;28216.04;27451.92;1718.30;1655.32;1980.29;1511.57;
ОЭС Центра;09.10.2023;8;30125.95;29661.33;1982.69;1877.50;2500.64;1308.65;
ОЭС Центра;09.10.2023;9;31425.03;30954.94;2054.37;1935.69;2566.95;853.80;
ОЭС Центра;09.10.2023;10;31836.16;31167.96;2074.24;1955.64;2566.27;731.74;
ОЭС Центра;09.10.2023;11;31637.44;30757.10;2052.81;1936.56;2565.97;870.69;
ОЭС Центра;09.10.2023;12;31299.19;29923.20;2022.68;1920.05;2447.68;1400.74;
ОЭС Центра;09.10.2023;13;31466.32;30061.20;2040.66;1937.96;2505.86;1430.10;
ОЭС Центра;09.10.2023;14;31423.17;30075.39;2038.23;1933.85;2504.40;1367.45;
ОЭС Центра;09.10.2023;15;31381.64;30105.47;2040.22;1935.50;2506.24;1376.20;
ОЭС Центра;09.10.2023;16;31241.65;30051.67;2022.32;1917.92;2448.33;1347.88;
ОЭС Центра;09.10.2023;17;31355.83;30663.82;2030.11;1916.99;2491.94;1027.67;
ОЭС Центра;09.10.2023;18;31925.81;31351.89;2064.94;1942.49;2485.74;1049.21;
ОЭС Центра;09.10.2023;19;31844.27;30906.51;2061.53;1950.95;2500.08;800.59;
ОЭС Центра;09.10.2023;20;31154.62;29698.16;2018.14;1913.34;2446.83;1143.13;
ОЭС Центра;09.10.2023;21;30158.87;28357.82;1962.97;1863.42;2448.53;1203.62;
ОЭС Центра;09.10.2023;22;28504.33;26756.01;1544.27;1488.54;1957.88;1271.36;
ОЭС Центра;09.10.2023;23;27699.83;25593.94;1329.08;1285.84;1465.83;1114.18;
ОЭС Центра;08.10.2023;0;25800.62;24656.89;1166.52;1131.05;1255.52;964.85;
ОЭС Центра;08.10.2023;1;24948.47;23727.89;1069.67;1034.73;1146.89;856.92;
ОЭС Центра;08.10.2023;2;24425.20;23625.89;968.84;937.52;1044.67;769.55;
ОЭС Центра;08.10.2023;3;24283.08;23584.12;934.31;904.05;1016.31;736.81;
ОЭС Центра;08.10.2023;4;24340.94;23638.99;980.41;948.63;1065.43;763.07;
ОЭС Центра;08.10.2023;5;24711.15;23774.01;1045.44;1011.78;1124.17;816.68;
ОЭС Центра;08.10.2023;6;24402.68;24014.76;1043.46;1012.82;1119.14;807.65;
ОЭС Центра;08.10.2023;7;25101.00;25043.79;1155.64;1122.19;1259.33;908.56;
ОЭС Центра;08.10.2023;8;26470.05;25887.46;1488.92;1446.16;1624.38;1213.02;
ОЭС Центра;08.10.2023;9;27808.32;27094.77;1630.51;1580.07;1797.31;1357.75;
ОЭС Центра;08.10.2023;10;28578.08;27793.85;1674.18;1618.93;1855.01;1419.70;
ОЭС Центра;08.10.2023;11;28769.17;27903.68;1675.88;1620.02;1858.57;1404.14;
ОЭС Центра;08.10.2023;12;28760.21;27597.52;1716.77;1652.71;1982.16;1400.37;
ОЭС Центра;08.10.2023;13;28793.00;27610.60;1717.03;1653.07;1982.25;1350.78;
ОЭС Центра;08.10.2023;14;28808.88;27693.69;1723.49;1658.58;1983.18;1349.05;
ОЭС Центра;08.10.2023;15;28873.71;27868.28;1718.40;1654.15;1982.36;1342.66;
ОЭС Центра;08.10.2023;16;29046.00;28444.91;1786.91;1709.44;2419.61;1346.05;
ОЭС Центра;08.10.2023;17;29496.83;29068.84;1968.06;1864.40;2451.68;1137.80;
ОЭС Центра;08.10.2023;18;30202.02;29858.08;2064.27;1952.66;2561.26;994.80;
ОЭС Центра;08.10.2023;19;30428.08;30124.84;2058.63;1945.11;2545.98;852.41;
ОЭС Центра;08.10.2023;20;29980.18;29350.22;2013.30;1902.87;2546.02;986.67;
ОЭС Центра;08.10.2023;21;29049.50;27824.82;1768.52;1697.78;2096.56;1387.05;
ОЭС Центра;08.10.2023;22;27488.76;25808.21;1530.05;1482.18;1684.06;1236.25;
ОЭС Центра;08.10.2023;23;26847.04;24895.25;1306.46;1264.62;1423.95;1017.51;
ОЭС Центра;07.10.2023;0;25086.03;24437.20;1262.03;1225.30;1360.87;1061.15;
ОЭС Центра;07.10.2023;1;24704.03;24104.15;1207.48;1171.90;1297.24;995.85;
ОЭС Центра;07.10.2023;2;24218.25;23881.78;1157.33;1123.19;1242.53;919.43;
ОЭС Центра;07.10.2023;3;24067.90;23614.79;1122.10;1087.98;1204.18;880.30;
ОЭС Центра;07.10.2023;4;24126.66;23930.41;1163.17;1128.90;1248.95;896.99;
ОЭС Центра;07.10.2023;5;24625.85;24335.85;1220.99;1186.78;1302.59;962.58;
ОЭС Центра;07.10.2023;6;24614.60;24734.85;1318.03;1279.93;1425.64;1022.69;
ОЭС Центра;07.10.2023;7;25566.53;25598.44;1503.40;1460.39;1630.37;1163.05;
ОЭС Центра;07.10.2023;8;27059.33;27504.19;1716.74;1664.16;1883.55;1473.03;
ОЭС Центра;07.10.2023;9;28264.16;27907.28;1866.55;1804.35;2064.30;1650.38;
ОЭС Центра;07.10.2023;10;28772.54;28029.15;1948.40;1882.45;2161.53;1725.54;
ОЭС Центра;07.10.2023;11;28804.16;28031.84;1935.67;1870.01;2146.48;1715.13;
ОЭС Центра;07.10.2023;12;28698.38;28103.79;1873.73;1809.90;2076.35;1654.77;
ОЭС Центра;07.10.2023;13;28743.99;28136.71;1873.75;1809.91;2075.10;1547.20;
ОЭС Центра;07.10.2023;14;28765.77;28170.44;1865.68;1802.09;2066.16;1554.67;
ОЭС Центра;07.10.2023;15;28855.99;28212.44;1873.11;1808.69;2074.93;1556.55;
ОЭС Центра;07.10.2023;16;28817.08;28166.15;1902.48;1836.40;2107.28;1575.89;
ОЭС Центра;07.10.2023;17;29023.27;29086.85;1928.60;1855.36;2421.25;1585.91;
ОЭС Центра;07.10.2023;18;29778.81;29642.95;2008.26;1921.21;2438.14;1636.44;
ОЭС Центра;07.10.2023;19;29803.50;29591.37;2012.94;1920.55;2500.07;1567.82;
ОЭС Центра;07.10.2023;20;29187.77;28981.31;1935.69;1845.86;2447.51;1397.40;
ОЭС Центра;07.10.2023;21;28391.69;27827.06;1821.72;1759.11;2019.94;1518.15;
ОЭС Центра;07.10.2023;22;27004.54;25664.03;1578.81;1530.68;1727.80;1343.37;
ОЭС Центра;07.10.2023;23;26451.72;24991.43;1318.20;1278.57;1426.27;1101.27;
ОЭС Центра;06.10.2023;0;25229.33;24133.20;1226.52;1189.03;1321.66;952.54;
ОЭС Центра;06.10.2023;1;24428.47;23428.98;1111.46;1075.90;1196.54;819.56;
ОЭС Центра;06.10.2023;2;23960.74;23359.30;1035.40;1002.91;1113.42;757.88;
ОЭС Центра;06.10.2023;3;23844.18;23351.60;1059.45;1026.15;1138.58;767.31;
ОЭС Центра;06.10.2023;4;23994.06;23568.70;1150.63;1115.59;1226.98;835.36;
ОЭС Центра;06.10.2023;5;24819.58;24345.30;1275.47;1237.44;1374.20;924.33;
ОЭС Центра;06.10.2023;6;25320.49;25013.13;1509.41;1464.39;1640.37;1151.00;
ОЭС Центра;06.10.2023;7;27003.72;27213.29;1783.31;1722.38;1957.92;1362.07;
ОЭС Центра;06.10.2023;8;28717.58;28515.76;1963.10;1884.83;2441.24;1500.23;
ОЭС Центра;06.10.2023;9;29879.32;29944.33;2041.44;1933.72;2473.37;1112.63;
ОЭС Центра;06.10.2023;10;30156.74;30045.01;2048.16;1940.65;2467.30;1071.78;
ОЭС Центра;06.10.2023;11;29941.78;29507.87;2030.46;1929.81;2472.23;1374.86;
ОЭС Центра;06.10.2023;12;29635.05;28645.43;1998.12;1917.20;2234.00;1503.16;
ОЭС Центра;06.10.2023;13;29825.12;28756.37;2003.79;1922.16;2237.96;1517.21;
ОЭС Центра;06.10.2023;14;29791.19;28527.06;1999.85;1923.65;2227.23;1527.46;
ОЭС Центра;06.10.2023;15;29720.99;28408.61;1987.65;1910.86;2213.81;1506.80;
ОЭС Центра;06.10.2023;16;29713.24;28524.65;1992.08;1908.02;2212.80;1618.47;
ОЭС Центра;06.10.2023;17;29717.25;29130.31;1971.56;1887.67;2234.00;1633.39;
ОЭС Центра;06.10.2023;18;30454.02;30298.45;2042.77;1931.00;2461.71;1139.23;
ОЭС Центра;06.10.2023;19;30506.41;29834.79;2051.12;1948.95;2474.95;1426.05;
ОЭС Центра;06.10.2023;20;29818.39;29045.82;2027.27;1950.34;2441.36;1682.49;
ОЭС Центра;06.10.2023;21;28812.96;28037.77;1973.48;1903.39;2198.30;1644.76;
ОЭС Центра;06.10.2023;22;27285.41;25919.75;1717.72;1657.43;2002.03;1451.94;
ОЭС Центра;06.10.2023;23;26638.91;24856.95;1481.43;1436.86;1605.47;1297.65;
ОЭС Центра;05.10.2023;0;24605.26;23573.22;1159.75;1123.14;1263.77;866.65;
ОЭС Центра;05.10.2023;1;23836.39;23267.90;1002.52;970.60;1087.71;735.75;
ОЭС Центра;05.10.2023;2;23392.32;23268.29;914.31;885.74;993.77;659.69;
ОЭС Центра;05.10.2023;3;23316.97;23272.99;931.36;902.25;1023.80;655.51;
ОЭС Центра;05.10.2023;4;23622.80;23271.99;1099.91;1065.09;1198.41;773.08;
ОЭС Центра;05.10.2023;5;24379.60;24041.24;1247.86;1209.68;1367.53;904.60;
ОЭС Центра;05.10.2023;6;24823.93;24924.76;1368.29;1328.04;1499.20;1051.47;
ОЭС Центра;05.10.2023;7;26542.77;26564.94;1704.19;1631.98;1992.64;1227.05;
ОЭС Центра;05.10.2023;8;28241.45;28788.20;1779.52;1713.01;2003.80;1331.32;
ОЭС Центра;05.10.2023;9;29239.70;29751.21;1885.17;1787.17;2470.15;1309.56;
ОЭС Центра;05.10.2023;10;29394.89;29547.17;1940.13;1830.92;2478.88;1194.52;
ОЭС Центра;05.10.2023;11;29128.03;29300.74;1859.84;1778.95;2447.50;1336.44;
ОЭС Центра;05.10.2023;12;28796.67;28456.29;1854.42;1781.99;2082.31;1343.47;
ОЭС Центра;05.10.2023;13;28956.69;28845.51;1881.03;1798.12;2447.62;1279.72;
ОЭС Центра;05.10.2023;14;28950.20;28810.65;1896.81;1814.75;2447.62;1273.46;
ОЭС Центра;05.10.2023;15;28855.62;28830.70;1894.74;1814.83;2447.63;1291.84;
ОЭС Центра;05.10.2023;16;28719.81;28717.33;1916.61;1839.29;2447.61;1350.19;
ОЭС Центра;05.10.2023;17;28737.92;29040.67;1962.96;1859.59;2479.16;1064.16;
ОЭС Центра;05.10.2023;18;29604.09;30068.34;1987.23;1872.14;2483.21;1062.89;
ОЭС Центра;05.10.2023;19;29833.15;29700.14;2032.83;1930.25;2477.74;842.24;
ОЭС Центра;05.10.2023;20;29231.50;28913.28;1968.43;1865.87;2480.37;1126.93;
ОЭС Центра;05.10.2023;21;28183.44;27603.08;1814.35;1739.05;2447.60;1297.84;
ОЭС Центра;05.10.2023;22;26494.74;25315.38;1578.77;1524.72;1976.10;1184.58;
ОЭС Центра;05.10.2023;23;25808.99;24313.81;1336.01;1293.95;1458.31;1013.73;
ОЭС Центра;04.10.2023;0;24244.47;23201.42;1213.82;1174.79;1319.09;844.83;
ОЭС Центра;04.10.2023;1;23500.20;22875.87;1070.54;997.75;1152.56;484.38;
ОЭС Центра;04.10.2023;2;23041.51;22878.54;961.69;919.79;1037.41;659.65;
ОЭС Центра;04.10.2023;3;22941.59;22897.22;1017.84;962.63;1102.81;629.40;
ОЭС Центра;04.10.2023;4;23240.12;23030.26;1138.70;1084.79;1238.91;770.51;
ОЭС Центра;04.10.2023;5;23970.79;23571.33;1264.43;1225.03;1378.52;914.71;
ОЭС Центра;04.10.2023;6;24358.72;24362.24;1319.74;1278.79;1443.49;962.58;
ОЭС Центра;04.10.2023;7;26031.55;25642.02;1659.59;1592.44;1828.62;1239.34;
ОЭС Центра;04.10.2023;8;27727.38;27399.81;1928.47;1857.44;2153.11;1474.74;
ОЭС Центра;04.10.2023;9;28789.47;28695.01;1991.60;1898.85;2465.76;1466.21;
ОЭС Центра;04.10.2023;10;29009.92;28969.81;2003.62;1903.80;2480.39;1358.69;
ОЭС Центра;04.10.2023;11;28813.49;28078.41;1974.75;1893.48;2446.99;1465.43;
ОЭС Центра;04.10.2023;12;28513.64;27304.28;1987.09;1914.55;2216.82;1520.23;
ОЭС Центра;04.10.2023;13;28699.96;27385.08;2011.41;1937.90;2248.48;1566.03;
ОЭС Центра;04.10.2023;14;28680.90;27416.54;2015.04;1941.18;2252.33;1487.49;
ОЭС Центра;04.10.2023;15;28544.09;27389.15;2004.60;1931.19;2236.34;1500.58;
ОЭС Центра;04.10.2023;16;28501.82;27246.14;2022.63;1951.41;2245.87;1545.99;
ОЭС Центра;04.10.2023;17;28470.42;28029.62;1998.22;1918.54;2447.19;1499.12;
ОЭС Центра;04.10.2023;18;29169.54;29319.26;2054.04;1948.50;2484.63;1129.31;
ОЭС Центра;04.10.2023;19;29418.87;29140.56;2064.36;1962.44;2485.14;1215.16;
ОЭС Центра;04.10.2023;20;28788.64;27259.22;2020.82;1948.18;2266.36;1510.75;
ОЭС Центра;04.10.2023;21;27743.67;26861.90;1848.06;1778.62;2083.00;1325.11;
ОЭС Центра;04.10.2023;22;26088.99;24746.26;1479.50;1432.81;1633.80;1075.89;
ОЭС Центра;04.10.2023;23;25413.77;24028.40;1315.97;1274.86;1439.41;951.43;
ОЭС Центра;03.10.2023;0;24339.71;22976.30;1239.10;1198.76;1341.21;1068.41;
ОЭС Центра;03.10.2023;1;23595.04;22864.27;1105.73;1006.42;1216.73;313.11;
ОЭС Центра;03.10.2023;2;23152.95;22837.71;990.05;893.51;1060.72;79.38;
ОЭС Центра;03.10.2023;3;23085.10;22906.71;988.52;946.75;1080.64;768.35;
ОЭС Центра;03.10.2023;4;23312.84;23115.82;1135.43;1060.73;1230.82;575.60;
ОЭС Центра;03.10.2023;5;24028.54;23576.43;1306.88;1263.51;1416.18;1034.32;
ОЭС Центра;03.10.2023;6;24414.56;24248.72;1405.61;1362.80;1522.03;1099.51;
ОЭС Центра;03.10.2023;7;26032.54;25277.66;1647.21;1583.78;1804.37;1262.69;
ОЭС Центра;03.10.2023;8;27750.22;27454.83;1865.48;1794.88;2115.00;1430.30;
ОЭС Центра;03.10.2023;9;28906.51;28444.62;1966.30;1876.78;2451.58;1414.57;
ОЭС Центра;03.10.2023;10;29081.12;28567.24;1985.52;1886.47;2468.28;1232.05;
ОЭС Центра;03.10.2023;11;28865.40;28062.97;1946.59;1864.90;2270.00;1441.34;
ОЭС Центра;03.10.2023;12;28590.58;27181.30;1982.58;1908.49;2192.94;1490.36;
ОЭС Центра;03.10.2023;13;28796.42;27304.50;2013.10;1938.79;2231.28;1472.03;
ОЭС Центра;03.10.2023;14;28765.25;27373.37;2017.11;1942.56;2236.38;1612.92;
ОЭС Центра;03.10.2023;15;28655.67;27423.36;2019.28;1945.28;2232.54;1772.57;
ОЭС Центра;03.10.2023;16;28461.01;27412.60;2020.23;1946.53;2226.98;1774.74;
ОЭС Центра;03.10.2023;17;28313.98;28016.27;1953.29;1871.81;2430.56;1488.70;
ОЭС Центра;03.10.2023;18;29072.47;29073.50;2027.04;1918.04;2469.09;1027.16;
ОЭС Центра;03.10.2023;19;29455.71;28929.35;2051.08;1948.41;2444.17;1203.70;
ОЭС Центра;03.10.2023;20;28853.15;27524.02;1988.05;1907.96;2237.60;1412.10;
ОЭС Центра;03.10.2023;21;27775.05;26907.74;1844.71;1773.72;2123.38;1321.09;
ОЭС Центра;03.10.2023;22;26096.53;24621.39;1609.21;1556.39;1778.54;1191.09;
ОЭС Центра;03.10.2023;23;25436.31;23955.29;1364.09;1310.88;1487.99;996.46;
ОЭС Центра;02.10.2023;0;23874.18;22014.19;1310.45;1277.91;1424.00;1133.75;
ОЭС Центра;02.10.2023;1;23136.77;21684.76;1252.25;1221.47;1356.81;1071.90;
ОЭС Центра;02.10.2023;2;22671.66;21795.20;1198.52;1169.95;1295.23;1023.85;
ОЭС Центра;02.10.2023;3;22600.90;21799.85;1184.41;1155.97;1286.52;1005.85;
ОЭС Центра;02.10.2023;4;22869.91;22282.40;1199.62;1170.90;1303.41;988.66;
ОЭС Центра;02.10.2023;5;23717.83;23008.63;1319.49;1287.52;1435.70;1133.78;
ОЭС Центра;02.10.2023;6;24111.86;23879.17;1489.83;1454.53;1627.44;1348.51;
ОЭС Центра;02.10.2023;7;25893.64;25599.06;1754.46;1698.63;1954.48;1543.24;
ОЭС Центра;02.10.2023;8;27699.92;27380.01;1925.60;1855.20;2179.04;1658.50;
ОЭС Центра;02.10.2023;9;28847.79;28536.35;2029.60;1921.26;2453.46;1045.80;
ОЭС Центра;02.10.2023;10;29071.69;28598.14;2035.06;1927.18;2453.98;1007.58;
ОЭС Центра;02.10.2023;11;28910.95;27876.85;2009.23;1921.88;2438.45;1546.99;
ОЭС Центра;02.10.2023;12;28650.81;27253.99;2018.50;1940.77;2300.00;1722.96;
ОЭС Центра;02.10.2023;13;28876.05;27454.13;2046.52;1969.47;2335.75;1755.28;
ОЭС Центра;02.10.2023;14;28843.19;27470.73;2050.06;1972.77;2340.08;1757.24;
ОЭС Центра;02.10.2023;15;28709.72;27473.92;2030.82;1953.23;2315.66;1734.74;
ОЭС Центра;02.10.2023;16;28454.10;27319.69;2022.71;1944.91;2296.35;1727.39;
ОЭС Центра;02.10.2023;17;28301.61;27967.23;1970.26;1881.86;2437.50;1468.58;
ОЭС Центра;02.10.2023;18;29085.86;28928.28;2085.80;1982.04;2565.70;867.32;
ОЭС Центра;02.10.2023;19;29378.17;28814.72;2092.46;1988.50;2565.09;912.73;
ОЭС Центра;02.10.2023;20;28742.96;27471.11;1996.86;1916.84;2276.91;1679.73;
ОЭС Центра;02.10.2023;21;27705.63;26775.34;1914.83;1839.33;2241.00;1613.20;
ОЭС Центра;02.10.2023;22;26043.12;24701.22;1646.33;1589.83;1941.65;1392.17;
ОЭС Центра;02.10.2023;23;25344.53;23668.26;1380.59;1339.17;1524.53;1219.39;
ОЭС Центра;01.10.2023;0;24090.11;22051.31;1323.81;1285.61;1428.26;1173.72;
ОЭС Центра;01.10.2023;1;23294.30;21669.97;1268.43;1234.10;1364.14;1096.55;
ОЭС Центра;01.10.2023;2;22782.72;21223.81;1259.71;1227.47;1352.26;1064.84;
ОЭС Центра;01.10.2023;3;22624.37;20981.53;1264.04;1232.47;1355.71;1057.76;
ОЭС Центра;01.10.2023;4;22710.21;21131.97;1274.71;1242.94;1372.63;1075.61;
ОЭС Центра;01.10.2023;5;23060.92;21262.44;1298.08;1265.10;1401.50;1117.05;
ОЭС Центра;01.10.2023;6;22362.29;21298.40;1304.29;1272.03;1411.42;1140.85;
ОЭС Центра;01.10.2023;7;23363.22;21853.94;1393.20;1358.20;1503.42;1236.15;
ОЭС Центра;01.10.2023;8;24665.18;23319.78;1650.16;1610.55;1776.90;1528.66;
ОЭС Центра;01.10.2023;9;25781.64;23969.36;1929.00;1878.19;2074.63;1771.88;
ОЭС Центра;01.10.2023;10;26380.18;24491.04;1980.77;1932.56;2126.72;1833.27;
ОЭС Центра;01.10.2023;11;26494.86;24582.83;1986.57;1938.97;2131.23;1843.02;
ОЭС Центра;01.10.2023;12;26455.91;24582.44;1989.36;1941.92;2132.97;1845.55;
ОЭС Центра;01.10.2023;13;26496.53;24752.38;2002.37;1949.87;2149.15;1846.61;
ОЭС Центра;01.10.2023;14;26484.26;24887.09;2006.44;1954.23;2152.15;1853.27;
ОЭС Центра;01.10.2023;15;26493.85;25116.98;2018.82;1964.92;2167.00;1853.16;
ОЭС Центра;01.10.2023;16;26502.42;25479.89;2015.61;1959.19;2179.35;1856.47;
ОЭС Центра;01.10.2023;17;26658.86;26005.65;2017.94;1956.54;2212.29;1833.56;
ОЭС Центра;01.10.2023;18;27578.81;26745.15;2087.79;2018.39;2318.06;1887.60;
ОЭС Центра;01.10.2023;19;28290.32;26746.85;2173.70;2101.83;2396.49;1935.89;
ОЭС Центра;01.10.2023;20;27796.40;26543.42;2090.46;2022.02;2328.84;1892.33;
ОЭС Центра;01.10.2023;21;26823.94;25312.82;1981.04;1917.29;2195.95;1788.62;
ОЭС Центра;01.10.2023;22;25265.65;23614.26;1649.53;1604.77;1800.50;1516.85;
ОЭС Центра;01.10.2023;23;24717.39;22451.83;1455.13;1418.14;1567.83;1324.46;
ОЭС Центра;30.09.2023;0;24204.18;22537.45;1333.97;1293.08;1442.93;1169.37;
ОЭС Центра;30.09.2023;1;23418.54;22141.60;1253.38;1215.06;1351.34;1086.53;
ОЭС Центра;30.09.2023;2;22919.00;21968.13;1184.82;1149.10;1274.70;999.69;
ОЭС Центра;30.09.2023;3;22741.16;21930.07;1150.31;1115.38;1239.87;964.55;
ОЭС Центра;30.09.2023;4;22905.87;21981.60;1202.73;1167.70;1300.63;1024.29;
ОЭС Центра;30.09.2023;5;23252.39;22251.32;1297.04;1259.08;1405.48;1115.83;
ОЭС Центра;30.09.2023;6;22690.03;22375.93;1330.73;1293.32;1445.34;1157.33;
ОЭС Центра;30.09.2023;7;23757.12;22976.08;1500.01;1456.97;1632.77;1391.03;
ОЭС Центра;30.09.2023;8;25186.51;25122.98;1798.70;1748.12;1970.17;1677.34;
ОЭС Центра;30.09.2023;9;26214.76;25538.16;2007.57;1949.63;2208.90;1867.89;
ОЭС Центра;30.09.2023;10;26640.26;25830.46;2041.76;1982.37;2252.86;1897.90;
ОЭС Центра;30.09.2023;11;26672.41;25787.45;2043.16;1984.01;2251.63;1902.09;
ОЭС Центра;30.09.2023;12;26546.69;25797.77;2014.44;1958.50;2199.04;1879.80;
ОЭС Центра;30.09.2023;13;26533.10;25762.31;2013.16;1957.27;2196.24;1875.80;
ОЭС Центра;30.09.2023;14;26482.04;25663.39;2015.03;1958.86;2199.70;1876.48;
ОЭС Центра;30.09.2023;15;26359.79;25622.65;2012.20;1956.30;2193.86;1873.47;
ОЭС Центра;30.09.2023;16;26330.72;25648.73;1999.55;1943.03;2183.48;1844.63;
ОЭС Центра;30.09.2023;17;26369.91;26265.26;1938.88;1884.01;2120.97;1785.11;
ОЭС Центра;30.09.2023;18;27147.31;26831.59;2021.89;1960.18;2232.58;1857.10;
ОЭС Центра;30.09.2023;19;27824.65;26836.08;2078.11;2013.61;2308.49;1911.93;
ОЭС Центра;30.09.2023;20;27328.63;26431.76;2009.94;1947.70;2227.74;1847.55;
ОЭС Центра;30.09.2023;21;26477.28;25885.53;1770.39;1718.98;1954.03;1639.55;
ОЭС Центра;30.09.2023;22;25148.11;23437.56;1611.95;1566.26;1755.20;1486.34;
ОЭС Центра;30.09.2023;23;24692.91;22867.03;1392.50;1352.08;1496.74;1252.67;
ОЭС Центра;29.09.2023;0;24037.24;22930.32;1182.48;1143.68;1269.77;1069.60;
ОЭС Центра;29.09.2023;1;23314.45;22791.87;994.75;961.73;1106.85;881.85;
ОЭС Центра;29.09.2023;2;22889.76;22805.87;945.14;914.44;1066.31;822.95;
ОЭС Центра;29.09.2023;3;22802.73;22828.67;961.03;929.27;1097.68;841.50;
ОЭС Центра;29.09.2023;4;23072.35;22827.67;1077.18;1041.73;1188.93;936.72;
ОЭС Центра;29.09.2023;5;23801.45;23495.23;1309.57;1267.89;1410.68;1216.04;
ОЭС Центра;29.09.2023;6;24138.28;24140.18;1417.46;1373.80;1530.77;1319.24;
ОЭС Центра;29.09.2023;7;25888.56;25707.30;1607.56;1556.60;1741.89;1489.09;
ОЭС Центра;29.09.2023;8;27490.78;27194.78;1839.50;1779.38;2001.96;1698.02;
ОЭС Центра;29.09.2023;9;28340.02;27884.03;1950.00;1881.03;2133.50;1775.44;
