ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;01.06.2023;0;23148.21;21638.80;1545.57;1498.01;1662.78;1143.74;
ОЭС Центра;01.06.2023;1;22530.71;21438.20;1348.73;1308.12;1441.58;1035.92;
ОЭС Центра;01.06.2023;2;22001.10;21112.05;1127.91;1094.01;1207.14;849.06;
ОЭС Центра;01.06.2023;3;21646.32;20526.07;1087.61;1053.82;1163.21;785.08;
ОЭС Центра;01.06.2023;4;21415.40;20777.32;1091.26;1057.76;1178.70;768.69;
ОЭС Центра;01.06.2023;5;21958.48;21396.97;1328.59;1288.57;1442.00;984.61;
ОЭС Центра;01.06.2023;6;23307.45;22620.70;1531.78;1485.79;1653.06;1194.11;
ОЭС Центра;01.06.2023;7;24180.04;23164.34;1812.48;1697.37;2012.46;1370.24;
ОЭС Центра;01.06.2023;8;25976.10;24665.18;1949.96;1886.58;2116.04;1674.65;
ОЭС Центра;01.06.2023;9;27039.58;25371.17;2033.00;1949.55;2378.52;1740.26;
ОЭС Центра;01.06.2023;10;27254.68;25421.26;2048.92;1965.27;2383.24;1736.90;
ОЭС Центра;01.06.2023;11;27157.58;25125.44;2047.68;1970.51;2273.63;1772.74;
ОЭС Центра;01.06.2023;12;26899.29;25002.56;2041.60;1963.82;2267.68;1753.78;
ОЭС Центра;01.06.2023;13;27052.23;25295.56;2049.60;1970.74;2312.32;1731.55;
ОЭС Центра;01.06.2023;14;27010.82;24629.41;2085.15;2016.12;2278.99;1776.57;
ОЭС Центра;01.06.2023;15;26804.56;24490.68;2056.28;1985.90;2255.77;1733.04;
ОЭС Центра;01.06.2023;16;26594.03;24363.39;2041.98;1973.14;2235.88;1713.83;
ОЭС Центра;01.06.2023;17;26368.62;24264.26;2025.35;1958.07;2212.86;1690.06;
ОЭС Центра;01.06.2023;18;26191.47;24191.13;2012.80;1946.97;2193.52;1704.98;
ОЭС Центра;01.06.2023;19;25884.66;24065.05;1994.97;1930.55;2169.78;1655.76;
ОЭС Центра;01.06.2023;20;25846.24;24079.79;1992.45;1928.86;2163.47;1648.80;
ОЭС Центра;01.06.2023;21;26202.23;24198.52;2009.27;1944.51;2183.38;1662.58;
ОЭС Центра;01.06.2023;22;25142.74;23274.07;1915.45;1853.07;2092.02;1546.02;
ОЭС Центра;01.06.2023;23;23579.04;22634.67;1572.62;1505.24;1711.84;1280.94;
ОЭС Центра;31.05.2023;0;22891.31;22043.80;1204.26;1163.42;1297.06;908.34;
ОЭС Центра;31.05.2023;1;22043.24;21296.61;1064.26;1027.21;1145.15;753.96;
ОЭС Центра;31.05.2023;2;21509.90;20889.28;991.29;956.84;1065.03;669.56;
ОЭС Центра;31.05.2023;3;21172.70;20902.28;942.70;910.06;1012.15;627.50;
ОЭС Центра;31.05.2023;4;20922.44;20912.38;923.12;890.95;995.00;623.56;
ОЭС Центра;31.05.2023;5;21547.12;21498.22;1077.22;1039.46;1166.95;743.00;
ОЭС Центра;31.05.2023;6;23173.41;22726.29;1465.21;1408.69;1611.95;1091.57;
ОЭС Центра;31.05.2023;7;24271.75;23947.45;1725.48;1664.32;1868.04;1413.72;
ОЭС Центра;31.05.2023;8;26202.45;25580.01;1962.91;1788.07;2148.26;1172.17;
ОЭС Центра;31.05.2023;9;27432.66;26001.67;2044.79;1969.15;2238.25;1866.61;
ОЭС Центра;31.05.2023;10;27739.34;26092.08;2063.42;1985.98;2264.71;1884.23;
ОЭС Центра;31.05.2023;11;27642.21;26003.82;2055.73;1978.90;2255.95;1812.96;
ОЭС Центра;31.05.2023;12;27298.22;25878.43;2039.76;1964.27;2233.46;1745.05;
ОЭС Центра;31.05.2023;13;27545.06;25988.40;2059.79;1983.16;2258.04;1801.69;
ОЭС Центра;31.05.2023;14;27544.55;25959.60;2062.20;1984.74;2263.79;1747.14;
ОЭС Центра;31.05.2023;15;27411.08;25429.76;2079.55;2002.02;2284.68;1749.65;
ОЭС Центра;31.05.2023;16;27168.47;25271.33;2068.68;1991.64;2271.64;1747.65;
ОЭС Центра;31.05.2023;17;26879.39;25068.88;2052.46;1975.91;2253.26;1670.03;
ОЭС Центра;31.05.2023;18;26711.90;24993.79;2039.26;1963.67;2236.25;1692.87;
ОЭС Центра;31.05.2023;19;26388.96;24893.76;2020.16;1945.97;2209.24;1640.18;
ОЭС Центра;31.05.2023;20;26340.85;24899.11;2014.99;1941.28;2199.81;1597.26;
ОЭС Центра;31.05.2023;21;26589.50;24929.24;2016.93;1943.05;2199.91;1626.29;
ОЭС Центра;31.05.2023;22;25451.90;23913.22;1868.17;1798.79;2044.19;1398.55;
ОЭС Центра;31.05.2023;23;23789.52;22889.82;1526.51;1471.83;1654.89;1079.34;
ОЭС Центра;30.05.2023;0;22919.90;22136.92;1251.12;1209.60;1347.57;1034.13;
ОЭС Центра;30.05.2023;1;22105.45;21723.10;1096.24;1059.96;1177.52;829.10;
ОЭС Центра;30.05.2023;2;21622.48;21297.70;1062.89;1026.87;1144.55;727.79;
ОЭС Центра;30.05.2023;3;21266.28;21049.12;1032.89;997.67;1112.22;688.61;
ОЭС Центра;30.05.2023;4;21040.97;21139.60;1038.29;1002.71;1115.18;704.45;
ОЭС Центра;30.05.2023;5;21610.47;21968.81;1174.64;1135.57;1272.51;807.42;
ОЭС Центра;30.05.2023;6;23204.07;22938.72;1517.96;1466.65;1637.75;1137.71;
ОЭС Центра;30.05.2023;7;24192.31;23783.20;1792.12;1729.07;1939.16;1477.91;
ОЭС Центра;30.05.2023;8;26065.82;25048.85;1971.43;1900.73;2137.40;1705.00;
ОЭС Центра;30.05.2023;9;27210.11;25376.73;2033.63;1958.43;2220.19;1742.19;
ОЭС Центра;30.05.2023;10;27403.15;25447.89;2049.59;1973.19;2240.59;1734.56;
ОЭС Центра;30.05.2023;11;27221.12;25330.27;2036.18;1960.89;2223.02;1717.50;
ОЭС Центра;30.05.2023;12;27062.81;25264.42;2027.39;1952.51;2211.77;1723.30;
ОЭС Центра;30.05.2023;13;27258.70;25361.73;2044.83;1968.89;2232.40;1739.91;
ОЭС Центра;30.05.2023;14;27182.63;25343.56;2042.29;1966.31;2238.80;1699.67;
ОЭС Центра;30.05.2023;15;27013.63;25270.69;2031.34;1955.98;2224.42;1692.39;
ОЭС Центра;30.05.2023;16;26768.26;25176.50;2017.16;1942.77;2204.71;1730.12;
ОЭС Центра;30.05.2023;17;26555.40;25062.29;2006.74;1932.81;2190.68;1753.63;
ОЭС Центра;30.05.2023;18;26375.62;25023.14;1994.85;1921.73;2177.62;1733.07;
ОЭС Центра;30.05.2023;19;26011.34;24623.40;1987.48;1914.92;2165.73;1718.59;
ОЭС Центра;30.05.2023;20;25968.77;24607.11;1982.48;1910.05;2158.72;1737.72;
ОЭС Центра;30.05.2023;21;26257.25;24621.99;1990.01;1916.19;2177.65;1805.06;
ОЭС Центра;30.05.2023;22;25149.28;23727.22;1848.72;1781.07;1996.06;1570.42;
ОЭС Центра;30.05.2023;23;23537.95;22535.92;1476.39;1426.17;1590.79;1179.98;
ОЭС Центра;29.05.2023;0;23126.82;22122.00;1333.04;1288.77;1431.87;1183.90;
ОЭС Центра;29.05.2023;1;22343.31;21772.87;1155.30;1117.29;1237.65;1016.38;
ОЭС Центра;29.05.2023;2;21904.44;21329.25;1063.81;1028.08;1141.58;914.90;
ОЭС Центра;29.05.2023;3;21551.55;20866.52;1023.79;989.14;1098.37;876.68;
ОЭС Центра;29.05.2023;4;21297.12;20960.08;1028.77;994.01;1101.79;902.77;
ОЭС Центра;29.05.2023;5;21698.19;21714.38;1092.89;1056.95;1175.06;947.27;
ОЭС Центра;29.05.2023;6;23359.57;23105.39;1519.03;1465.47;1635.54;1390.61;
ОЭС Центра;29.05.2023;7;24364.49;23992.05;1773.41;1711.52;1909.75;1628.66;
ОЭС Центра;29.05.2023;8;26310.86;25121.85;1952.51;1842.25;2132.50;1458.93;
ОЭС Центра;29.05.2023;9;27453.86;26250.89;1982.10;1869.00;2182.06;1491.99;
ОЭС Центра;29.05.2023;10;27705.80;26340.30;1995.13;1880.90;2201.91;1492.25;
ОЭС Центра;29.05.2023;11;27564.37;25792.45;2018.37;1901.07;2242.21;1519.36;
ОЭС Центра;29.05.2023;12;27260.43;25927.96;1993.67;1874.24;2227.78;1459.47;
ОЭС Центра;29.05.2023;13;27430.69;26312.87;1990.43;1870.18;2221.71;1442.94;
ОЭС Центра;29.05.2023;14;27388.08;25419.55;2028.51;1918.78;2226.05;1581.12;
ОЭС Центра;29.05.2023;15;27197.15;25304.49;2017.07;1906.55;2217.96;1560.05;
ОЭС Центра;29.05.2023;16;26885.86;25260.19;1995.35;1882.91;2194.84;1508.94;
ОЭС Центра;29.05.2023;17;26612.93;25231.52;1976.10;1859.59;2180.67;1442.02;
ОЭС Центра;29.05.2023;18;26469.27;25131.60;1966.34;1851.26;2170.87;1450.56;
ОЭС Центра;29.05.2023;19;26201.08;24955.06;1955.91;1842.86;2154.42;1469.18;
ОЭС Центра;29.05.2023;20;26187.07;24903.82;1955.98;1847.59;2142.93;1509.04;
ОЭС Центра;29.05.2023;21;26476.13;24770.96;1972.68;1901.16;2169.37;1800.61;
ОЭС Центра;29.05.2023;22;25331.47;23855.00;1871.24;1803.17;2049.60;1699.83;
ОЭС Центра;29.05.2023;23;23662.85;22354.35;1466.51;1416.18;1589.61;1350.60;
ОЭС Центра;28.05.2023;0;23139.22;22781.88;1390.15;1347.09;1490.49;1274.03;
ОЭС Центра;28.05.2023;1;22339.81;22182.02;1224.83;1187.47;1312.29;1121.85;
ОЭС Центра;28.05.2023;2;21839.10;22062.98;1096.71;1063.94;1173.04;965.71;
ОЭС Центра;28.05.2023;3;21479.83;21675.44;1065.70;1033.11;1143.16;911.24;
ОЭС Центра;28.05.2023;4;21086.86;21358.62;1035.76;1003.35;1109.45;873.22;
ОЭС Центра;28.05.2023;5;21032.01;21289.84;1017.69;986.30;1090.76;880.19;
ОЭС Центра;28.05.2023;6;21704.36;22300.40;1215.20;1178.84;1299.15;1031.85;
ОЭС Центра;28.05.2023;7;21711.92;22406.50;1352.06;1310.76;1450.04;1185.49;
ОЭС Центра;28.05.2023;8;23147.92;23833.28;1629.13;1588.24;1741.99;1441.33;
ОЭС Центра;28.05.2023;9;24313.31;24394.17;1802.05;1745.70;1928.78;1624.08;
ОЭС Центра;28.05.2023;10;24887.37;24678.11;1844.13;1791.25;1967.21;1710.00;
ОЭС Центра;28.05.2023;11;25077.76;24723.43;1855.19;1803.70;1979.65;1691.92;
ОЭС Центра;28.05.2023;12;24998.91;24675.95;1847.80;1795.40;1971.52;1649.92;
ОЭС Центра;28.05.2023;13;25034.70;24702.15;1853.09;1801.52;1975.38;1593.45;
ОЭС Центра;28.05.2023;14;24981.47;24694.87;1851.63;1800.06;1973.44;1594.35;
ОЭС Центра;28.05.2023;15;24907.49;24684.37;1850.49;1798.79;1972.70;1604.25;
ОЭС Центра;28.05.2023;16;24895.35;25004.03;1840.75;1785.78;1964.10;1599.44;
ОЭС Центра;28.05.2023;17;24899.94;25483.09;1827.37;1770.83;1952.83;1616.15;
ОЭС Центра;28.05.2023;18;24978.72;25560.91;1836.13;1780.75;1959.95;1617.31;
ОЭС Центра;28.05.2023;19;25025.43;25568.99;1836.86;1784.62;1960.23;1629.15;
ОЭС Центра;28.05.2023;20;25349.24;25738.17;1883.01;1820.27;2051.72;1623.88;
ОЭС Центра;28.05.2023;21;25800.47;25773.68;1902.96;1838.17;2081.06;1684.38;
ОЭС Центра;28.05.2023;22;24718.40;24247.22;1792.79;1733.82;1975.91;1601.25;
ОЭС Центра;28.05.2023;23;23217.99;23159.88;1458.52;1413.27;1576.46;1286.64;
ОЭС Центра;27.05.2023;0;23491.69;22493.02;1536.89;1492.31;1629.09;1372.19;
ОЭС Центра;27.05.2023;1;22676.28;21893.27;1293.72;1253.37;1381.03;1169.93;
ОЭС Центра;27.05.2023;2;22189.74;21655.28;1146.62;1110.48;1233.37;1001.83;
ОЭС Центра;27.05.2023;3;21819.44;21541.93;1093.62;1060.07;1170.32;918.89;
ОЭС Центра;27.05.2023;4;21445.67;21229.13;1068.66;1034.51;1145.20;848.75;
ОЭС Центра;27.05.2023;5;21423.44;21339.53;1045.79;1012.90;1122.80;777.58;
ОЭС Центра;27.05.2023;6;22213.06;22202.84;1359.02;1316.15;1452.90;1052.56;
ОЭС Центра;27.05.2023;7;22429.89;22812.14;1518.25;1474.75;1602.74;1181.70;
ОЭС Центра;27.05.2023;8;24072.43;24116.12;1798.99;1747.34;1899.40;1417.64;
ОЭС Центра;27.05.2023;9;25165.47;24477.84;1914.32;1862.83;2022.27;1583.50;
ОЭС Центра;27.05.2023;10;25592.56;24864.70;1946.82;1892.38;2060.43;1671.91;
ОЭС Центра;27.05.2023;11;25620.04;24826.12;1945.20;1890.12;2059.59;1663.99;
ОЭС Центра;27.05.2023;12;25442.84;24650.01;1935.67;1879.27;2050.93;1604.09;
ОЭС Центра;27.05.2023;13;25427.06;24700.53;1937.37;1881.45;2050.83;1641.44;
ОЭС Центра;27.05.2023;14;25297.08;24565.90;1933.96;1877.35;2047.70;1617.05;
ОЭС Центра;27.05.2023;15;25117.97;24453.35;1916.50;1864.41;2025.20;1641.09;
ОЭС Центра;27.05.2023;16;24973.71;24710.52;1899.65;1842.86;2014.99;1610.47;
ОЭС Центра;27.05.2023;17;24899.81;25115.62;1842.34;1796.28;1945.56;1557.39;
ОЭС Центра;27.05.2023;18;24897.43;25125.82;1839.17;1787.00;1945.07;1583.30;
ОЭС Центра;27.05.2023;19;24811.50;25139.32;1841.92;1796.41;1942.90;1550.45;
ОЭС Центра;27.05.2023;20;25096.73;25316.77;1903.51;1845.40;2017.27;1603.68;
ОЭС Центра;27.05.2023;21;25504.60;25353.77;1921.86;1866.63;2034.39;1649.10;
ОЭС Центра;27.05.2023;22;24597.27;23802.85;1821.16;1764.92;1943.02;1563.54;
ОЭС Центра;27.05.2023;23;23197.20;22393.50;1511.00;1463.67;1612.35;1323.79;
ОЭС Центра;26.05.2023;0;23338.82;22432.25;1235.85;1201.85;1317.86;984.05;
ОЭС Центра;26.05.2023;1;22561.49;21791.10;1089.74;1058.03;1167.03;868.27;
ОЭС Центра;26.05.2023;2;22137.85;21375.57;1027.33;997.09;1100.50;805.64;
ОЭС Центра;26.05.2023;3;21818.23;21223.29;982.32;953.75;1050.40;765.98;
ОЭС Центра;26.05.2023;4;21588.26;21223.29;1005.22;975.94;1072.31;787.95;
ОЭС Центра;26.05.2023;5;21899.72;22205.29;1099.70;1068.97;1185.18;877.35;
ОЭС Центра;26.05.2023;6;23452.80;23289.96;1505.56;1461.32;1616.93;1241.38;
ОЭС Центра;26.05.2023;7;24402.63;24223.19;1688.91;1637.78;1843.89;1421.45;
ОЭС Центра;26.05.2023;8;26274.91;25778.99;1945.37;1884.82;2131.92;1652.41;
ОЭС Центра;26.05.2023;9;27421.54;26468.26;2014.88;1950.04;2224.92;1767.84;
ОЭС Центра;26.05.2023;10;27582.39;26560.97;2022.98;1957.77;2235.80;1751.25;
ОЭС Центра;26.05.2023;11;27491.38;26455.78;2014.15;1949.25;2221.87;1732.60;
ОЭС Центра;26.05.2023;12;27240.81;26293.57;2002.54;1938.61;2205.40;1650.42;
ОЭС Центра;26.05.2023;13;27481.30;26516.97;2021.40;1956.35;2228.66;1696.20;
ОЭС Центра;26.05.2023;14;27436.50;26495.19;2018.18;1953.31;2224.46;1641.65;
ОЭС Центра;26.05.2023;15;27307.65;26320.59;2010.68;1945.91;2212.88;1626.45;
ОЭС Центра;26.05.2023;16;27097.73;26197.73;1997.04;1932.64;2200.69;1644.19;
ОЭС Центра;26.05.2023;17;26813.88;25648.39;2004.76;1940.20;2205.23;1644.26;
ОЭС Центра;26.05.2023;18;26632.05;25541.05;2000.90;1936.55;2189.12;1666.00;
ОЭС Центра;26.05.2023;19;26356.48;25456.20;1977.16;1914.35;2165.65;1621.48;
ОЭС Центра;26.05.2023;20;26363.26;25431.93;1985.85;1922.39;2157.30;1647.00;
ОЭС Центра;26.05.2023;21;26559.11;25265.18;2011.08;1945.63;2181.02;1677.74;
ОЭС Центра;26.05.2023;22;25406.31;24147.20;1945.50;1894.51;2071.65;1626.80;
ОЭС Центра;26.05.2023;23;23815.67;22962.41;1610.56;1573.02;1742.74;1341.22;
ОЭС Центра;25.05.2023;0;23214.48;23564.69;1119.21;1090.68;1179.81;933.13;
ОЭС Центра;25.05.2023;1;22415.01;22501.65;1009.56;979.05;1068.81;809.86;
ОЭС Центра;25.05.2023;2;22029.89;22072.12;943.92;912.95;1015.63;708.94;
ОЭС Центра;25.05.2023;3;21729.03;21944.12;896.37;867.80;975.24;654.50;
ОЭС Центра;25.05.2023;4;21514.33;21802.42;896.65;868.59;984.51;657.10;
ОЭС Центра;25.05.2023;5;21800.57;22264.39;1066.95;1034.27;1154.81;790.88;
ОЭС Центра;25.05.2023;6;23365.12;23134.84;1455.40;1410.51;1572.16;1114.16;
ОЭС Центра;25.05.2023;7;24338.21;24232.66;1632.86;1582.82;1790.66;1269.27;
ОЭС Центра;25.05.2023;8;26244.35;25641.26;1853.11;1793.73;2065.65;1461.19;
ОЭС Центра;25.05.2023;9;27311.53;26309.91;1923.49;1858.17;2164.41;1484.72;
ОЭС Центра;25.05.2023;10;27565.81;26487.72;1940.00;1873.70;2186.31;1520.88;
ОЭС Центра;25.05.2023;11;27413.40;26085.18;1946.38;1880.42;2189.40;1531.03;
ОЭС Центра;25.05.2023;12;27189.76;26046.43;1923.56;1854.76;2158.59;1491.19;
ОЭС Центра;25.05.2023;13;27377.79;26357.47;1929.42;1857.76;2167.31;1502.11;
ОЭС Центра;25.05.2023;14;27370.42;25910.16;1951.73;1885.85;2193.31;1468.02;
ОЭС Центра;25.05.2023;15;27229.80;25582.83;1965.23;1898.57;2204.60;1482.21;
ОЭС Центра;25.05.2023;16;27056.57;25495.48;1950.68;1884.84;2185.47;1520.26;
ОЭС Центра;25.05.2023;17;26864.51;25386.40;1936.77;1871.43;2167.16;1497.99;
ОЭС Центра;25.05.2023;18;26706.26;25229.72;1929.88;1864.52;2159.08;1535.67;
ОЭС Центра;25.05.2023;19;26449.12;25151.57;1925.41;1860.48;2152.78;1487.50;
ОЭС Центра;25.05.2023;20;26564.33;25313.46;1936.25;1871.04;2163.38;1496.56;
ОЭС Центра;25.05.2023;21;26621.70;25273.12;1935.29;1869.95;2128.29;1489.07;
ОЭС Центра;25.05.2023;22;25219.11;24465.39;1738.30;1683.50;1875.25;1433.69;
ОЭС Центра;25.05.2023;23;23558.80;22726.74;1348.93;1310.46;1445.22;1102.44;
ОЭС Центра;24.05.2023;0;23346.05;22463.48;1297.13;1257.23;1402.60;1048.71;
ОЭС Центра;24.05.2023;1;22573.06;21821.55;1085.37;1051.75;1168.15;850.81;
ОЭС Центра;24.05.2023;2;22130.62;21402.01;1048.28;1015.24;1125.08;792.33;
ОЭС Центра;24.05.2023;3;21857.71;21271.75;1005.88;974.58;1078.04;736.76;
ОЭС Центра;24.05.2023;4;21655.85;21392.52;1012.06;980.35;1088.03;742.31;
ОЭС Центра;24.05.2023;5;22009.03;22184.25;1176.64;1141.41;1273.22;902.52;
ОЭС Центра;24.05.2023;6;22790.57;22661.69;1443.49;1400.42;1557.50;1121.63;
ОЭС Центра;24.05.2023;7;24637.37;24305.25;1699.37;1647.65;1837.75;1350.87;
ОЭС Центра;24.05.2023;8;26539.74;25641.98;1881.81;1822.79;2050.25;1530.77;
ОЭС Центра;24.05.2023;9;27705.55;26533.47;1943.33;1879.83;2137.07;1538.83;
ОЭС Центра;24.05.2023;10;27909.85;26714.09;1950.63;1886.82;2146.69;1523.53;
ОЭС Центра;24.05.2023;11;27733.26;26329.29;1947.37;1884.23;2136.40;1537.43;
ОЭС Центра;24.05.2023;12;27473.42;26150.02;1928.93;1865.54;2111.04;1520.52;
ОЭС Центра;24.05.2023;13;27564.28;26430.57;1938.59;1875.52;2123.44;1544.12;
ОЭС Центра;24.05.2023;14;27526.53;26124.60;1949.67;1887.09;2133.21;1515.64;
ОЭС Центра;24.05.2023;15;27332.85;25767.82;1960.90;1897.12;2147.14;1535.66;
ОЭС Центра;24.05.2023;16;27134.09;25592.28;1943.75;1880.70;2126.87;1536.78;
ОЭС Центра;24.05.2023;17;26848.78;25294.23;1928.58;1865.43;2110.57;1512.92;
ОЭС Центра;24.05.2023;18;26677.50;25180.76;1921.92;1858.82;2101.18;1498.17;
ОЭС Центра;24.05.2023;19;26396.09;25036.70;1914.28;1851.27;2090.07;1503.23;
ОЭС Центра;24.05.2023;20;26407.09;25078.15;1918.43;1855.60;2092.98;1490.53;
ОЭС Центра;24.05.2023;21;26582.66;25082.51;1923.57;1860.64;2096.32;1474.06;
ОЭС Центра;24.05.2023;22;25385.96;24502.56;1759.74;1708.24;1863.94;1396.71;
ОЭС Центра;24.05.2023;23;23697.20;22599.56;1426.72;1383.36;1543.64;1118.61;
ОЭС Центра;23.05.2023;0;23450.41;22258.04;1275.38;1233.96;1384.75;1017.02;
ОЭС Центра;23.05.2023;1;22648.85;21898.66;1103.72;1068.34;1194.96;840.95;
ОЭС Центра;23.05.2023;2;22225.64;21395.76;1014.69;981.01;1096.99;746.24;
ОЭС Центра;23.05.2023;3;21944.84;21238.06;977.20;944.96;1061.89;704.37;
ОЭС Центра;23.05.2023;4;21724.72;21437.26;1023.37;989.08;1151.05;745.86;
ОЭС Центра;23.05.2023;5;22036.21;22043.39;1172.16;1134.67;1328.51;874.67;
ОЭС Центра;23.05.2023;6;22726.55;22524.78;1296.46;1256.88;1440.71;1055.05;
ОЭС Центра;23.05.2023;7;24578.90;23747.64;1532.60;1484.80;1664.69;1280.27;
ОЭС Центра;23.05.2023;8;26391.38;25643.08;1771.11;1715.88;1929.10;1508.18;
ОЭС Центра;23.05.2023;9;27378.67;26380.90;1888.17;1824.78;2067.91;1654.54;
ОЭС Центра;23.05.2023;10;27583.09;26317.69;1858.47;1794.98;2037.55;1609.28;
ОЭС Центра;23.05.2023;11;27497.99;25847.45;1922.59;1858.18;2106.32;1626.25;
ОЭС Центра;23.05.2023;12;27235.34;25463.62;1918.59;1854.17;2101.55;1598.43;
ОЭС Центра;23.05.2023;13;27566.82;25963.80;1945.97;1882.84;2128.69;1652.66;
ОЭС Центра;23.05.2023;14;27548.12;25956.43;1940.46;1876.63;2124.51;1572.03;
ОЭС Центра;23.05.2023;15;27391.00;25660.20;1926.24;1861.53;2111.94;1580.04;
ОЭС Центра;23.05.2023;16;27179.07;25401.97;1914.47;1849.11;2099.12;1560.61;
ОЭС Центра;23.05.2023;17;26897.98;25264.33;1859.87;1796.84;2037.56;1542.84;
ОЭС Центра;23.05.2023;18;26684.38;25449.40;1802.14;1742.80;1968.66;1499.62;
ОЭС Центра;23.05.2023;19;26425.83;25923.71;1748.96;1693.08;1905.45;1444.68;
ОЭС Центра;23.05.2023;20;26548.07;25963.28;1777.13;1719.63;1936.18;1447.06;
ОЭС Центра;23.05.2023;21;26816.65;25288.31;1879.57;1817.43;2060.34;1528.24;
ОЭС Центра;23.05.2023;22;25552.59;24359.20;1673.13;1619.85;1826.55;1304.65;
ОЭС Центра;23.05.2023;23;24731.35;22674.20;1398.78;1354.14;1521.24;1109.41;
ОЭС Центра;22.05.2023;0;23165.60;21013.82;1302.06;1262.13;1402.91;1019.41;
ОЭС Центра;22.05.2023;1;22410.54;20613.97;1155.69;1121.50;1243.11;851.23;
ОЭС Центра;22.05.2023;2;22000.28;20293.96;1074.79;1042.54;1156.17;765.38;
ОЭС Центра;22.05.2023;3;21744.92;20299.25;1048.43;1017.13;1126.84;711.79;
ОЭС Центра;22.05.2023;4;21535.37;20399.25;1030.40;999.52;1104.10;725.64;
ОЭС Центра;22.05.2023;5;21847.73;21022.12;1086.80;1055.65;1180.26;739.47;
ОЭС Центра;22.05.2023;6;22661.37;21740.12;1329.13;1291.37;1441.97;1023.44;
ОЭС Центра;22.05.2023;7;24563.55;23706.67;1560.30;1514.01;1686.15;1329.15;
ОЭС Центра;22.05.2023;8;26517.65;25022.09;1870.74;1811.94;2041.62;1641.79;
ОЭС Центра;22.05.2023;9;27535.68;26154.09;1968.14;1903.94;2166.47;1732.23;
ОЭС Центра;22.05.2023;10;27726.59;26155.82;1968.39;1903.84;2169.72;1738.61;
ОЭС Центра;22.05.2023;11;27649.54;25697.96;1976.24;1912.84;2176.09;1730.10;
ОЭС Центра;22.05.2023;12;27329.48;25350.46;2014.23;1950.16;2224.12;1718.54;
ОЭС Центра;22.05.2023;13;27561.57;25518.07;2085.56;2019.49;2309.45;1792.25;
ОЭС Центра;22.05.2023;14;27511.77;25477.07;2057.43;1991.34;2277.17;1752.54;
ОЭС Центра;22.05.2023;15;27355.34;25351.04;2014.84;1949.89;2226.84;1697.75;
ОЭС Центра;22.05.2023;16;27164.01;25135.09;1979.33;1915.70;2181.03;1651.96;
ОЭС Центра;22.05.2023;17;26848.98;24929.24;1968.06;1904.60;2167.44;1661.12;
ОЭС Центра;22.05.2023;18;26605.38;24793.71;1926.87;1864.30;2113.30;1623.87;
ОЭС Центра;22.05.2023;19;26365.57;25222.43;1764.61;1708.74;1924.95;1481.18;
ОЭС Центра;22.05.2023;20;26532.04;25272.39;1863.62;1803.17;2039.17;1522.73;
ОЭС Центра;22.05.2023;21;26730.24;24893.74;1963.46;1900.99;2164.53;1592.33;
ОЭС Центра;22.05.2023;22;25413.86;23645.69;1672.70;1620.83;1836.27;1381.15;
ОЭС Центра;22.05.2023;23;24548.08;22667.55;1461.98;1418.68;1575.37;1131.35;
ОЭС Центра;21.05.2023;0;23521.50;21258.25;1513.08;1473.15;1637.40;1220.58;
ОЭС Центра;21.05.2023;1;22761.45;21051.45;1299.35;1260.72;1415.67;1064.13;
ОЭС Центра;21.05.2023;2;22288.29;20725.20;1183.43;1149.43;1285.48;926.03;
ОЭС Центра;21.05.2023;3;22007.78;20531.15;1099.06;1067.07;1196.01;839.68;
ОЭС Центра;21.05.2023;4;21698.11;20343.51;1083.40;1051.62;1177.92;822.45;
ОЭС Центра;21.05.2023;5;21539.79;20381.52;1080.31;1049.53;1176.26;832.84;
ОЭС Центра;21.05.2023;6;21209.08;20949.66;1099.24;1069.53;1195.01;892.49;
ОЭС Центра;21.05.2023;7;21985.93;21293.97;1327.61;1289.41;1458.15;1081.67;
ОЭС Центра;21.05.2023;8;23367.54;22352.66;1553.08;1510.47;1709.14;1303.79;
ОЭС Центра;21.05.2023;9;24501.83;23220.91;1822.81;1771.82;1998.76;1295.31;
ОЭС Центра;21.05.2023;10;25037.45;23626.99;1912.60;1860.33;2088.46;1290.99;
ОЭС Центра;21.05.2023;11;25135.45;23729.97;1923.85;1871.66;2100.63;1301.74;
ОЭС Центра;21.05.2023;12;25053.19;23658.81;1921.58;1869.47;2097.30;1280.87;
ОЭС Центра;21.05.2023;13;25060.32;23676.23;1922.49;1870.83;2096.39;1272.82;
ОЭС Центра;21.05.2023;14;24995.97;23637.65;1921.29;1869.60;2095.81;1271.27;
ОЭС Центра;21.05.2023;15;24905.58;23570.20;1914.94;1862.73;2091.79;1280.17;
ОЭС Центра;21.05.2023;16;24847.09;23708.04;1853.29;1803.99;2028.38;1319.22;
ОЭС Центра;21.05.2023;17;24896.85;23981.56;1785.61;1729.53;1990.66;1453.54;
ОЭС Центра;21.05.2023;18;24960.50;24008.72;1790.36;1732.69;1992.55;1514.51;
ОЭС Центра;21.05.2023;19;25090.95;24391.03;1889.18;1826.39;2117.55;1578.01;
