ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;22.03.2023;17;31821.77;33001.43;1995.23;1925.57;2273.39;1536.00;
ОЭС Центра;22.03.2023;18;32296.58;33335.55;2024.54;1951.76;2306.83;1596.48;
ОЭС Центра;22.03.2023;19;32732.58;33326.88;2067.90;1993.55;2357.54;1645.22;
ОЭС Центра;22.03.2023;20;32386.50;32401.70;2083.80;2013.30;2371.75;1607.02;
ОЭС Центра;22.03.2023;21;31523.83;32079.44;2021.23;1953.17;2282.60;1563.70;
ОЭС Центра;22.03.2023;22;29883.37;30765.80;1815.16;1754.49;2113.25;1360.34;
ОЭС Центра;22.03.2023;23;29300.33;30509.70;1637.02;1588.67;1878.33;1207.27;
ОЭС Центра;21.03.2023;0;28583.22;29907.44;1357.81;1321.29;1536.39;1012.13;
ОЭС Центра;21.03.2023;1;27908.33;29699.87;1228.20;1195.49;1384.93;912.57;
ОЭС Центра;21.03.2023;2;27487.79;29619.01;1198.28;1166.47;1348.89;870.68;
ОЭС Центра;21.03.2023;3;27398.34;29604.09;1194.41;1163.06;1344.17;864.92;
ОЭС Центра;21.03.2023;4;27716.58;29801.51;1257.05;1223.54;1414.74;916.06;
ОЭС Центра;21.03.2023;5;28469.90;30376.76;1422.73;1382.33;1613.32;1052.09;
ОЭС Центра;21.03.2023;6;28868.31;30761.68;1565.49;1517.93;1810.09;1169.32;
ОЭС Центра;21.03.2023;7;30409.62;32120.16;1705.06;1649.19;1900.16;1278.41;
ОЭС Центра;21.03.2023;8;32058.62;32885.53;1919.36;1849.75;2192.51;1458.64;
ОЭС Центра;21.03.2023;9;32861.14;33673.44;1947.52;1874.47;2243.84;1539.19;
ОЭС Центра;21.03.2023;10;32939.10;33665.70;1952.19;1879.36;2239.27;1523.85;
ОЭС Центра;21.03.2023;11;32580.45;32879.07;1964.61;1894.98;2247.12;1514.42;
ОЭС Центра;21.03.2023;12;32186.31;32840.66;1922.48;1855.92;2194.50;1464.04;
ОЭС Центра;21.03.2023;13;32266.10;32876.12;1932.49;1865.58;2205.38;1487.54;
ОЭС Центра;21.03.2023;14;32154.05;32534.12;1944.22;1875.33;2206.93;1504.74;
ОЭС Центра;21.03.2023;15;31931.64;32496.93;1921.40;1853.90;2174.85;1495.20;
ОЭС Центра;21.03.2023;16;31721.18;32410.19;1911.51;1844.28;2161.18;1447.22;
ОЭС Центра;21.03.2023;17;31469.68;33014.51;1858.38;1791.52;2114.75;1440.03;
ОЭС Центра;21.03.2023;18;32122.28;33435.31;1903.96;1832.74;2162.17;1521.37;
ОЭС Центра;21.03.2023;19;32598.50;33582.51;1936.72;1863.02;2214.15;1526.42;
ОЭС Центра;21.03.2023;20;32211.35;32714.17;1950.80;1880.13;2219.92;1482.30;
ОЭС Центра;21.03.2023;21;31617.97;32464.91;1916.96;1846.63;2177.63;1460.56;
ОЭС Центра;21.03.2023;22;30045.08;31258.59;1665.85;1609.70;1942.34;1235.00;
ОЭС Центра;21.03.2023;23;29515.39;30450.14;1558.35;1512.73;1783.63;1161.91;
ОЭС Центра;20.03.2023;0;28421.75;29218.50;1198.98;1164.76;1350.83;948.86;
ОЭС Центра;20.03.2023;1;27729.57;28546.73;1100.29;1068.35;1233.53;850.36;
ОЭС Центра;20.03.2023;2;27315.71;28138.53;1081.89;1050.32;1206.77;827.10;
ОЭС Центра;20.03.2023;3;27248.44;28260.51;1083.99;1052.66;1200.97;834.29;
ОЭС Центра;20.03.2023;4;27559.75;29006.46;1135.25;1102.71;1262.85;871.89;
ОЭС Центра;20.03.2023;5;28394.51;29844.33;1264.12;1227.44;1414.94;1010.63;
ОЭС Центра;20.03.2023;6;29078.09;30559.08;1439.36;1394.69;1644.27;1249.69;
ОЭС Центра;20.03.2023;7;30751.40;31819.49;1697.74;1641.02;1935.81;1439.33;
ОЭС Центра;20.03.2023;8;32434.98;32725.79;1847.65;1780.87;2131.27;1584.68;
ОЭС Центра;20.03.2023;9;33287.64;33294.71;1897.09;1827.36;2204.50;1672.46;
ОЭС Центра;20.03.2023;10;33435.82;33270.75;1899.77;1829.79;2199.89;1692.99;
ОЭС Центра;20.03.2023;11;33236.90;32689.85;1912.58;1843.53;2222.35;1676.20;
ОЭС Центра;20.03.2023;12;33006.74;32477.25;1903.30;1834.38;2222.46;1595.25;
ОЭС Центра;20.03.2023;13;33097.57;32464.25;1917.14;1847.54;2240.67;1618.11;
ОЭС Центра;20.03.2023;14;32952.31;32427.83;1893.87;1825.26;2210.70;1584.54;
ОЭС Центра;20.03.2023;15;32694.28;32355.42;1874.10;1806.77;2182.27;1538.38;
ОЭС Центра;20.03.2023;16;32460.55;32323.28;1845.26;1779.55;2127.07;1501.01;
ОЭС Центра;20.03.2023;17;32220.08;32955.78;1743.48;1680.08;2026.92;1425.46;
ОЭС Центра;20.03.2023;18;32793.76;33178.69;1838.24;1769.98;2127.61;1536.10;
ОЭС Центра;20.03.2023;19;33231.51;33084.11;1895.15;1824.06;2212.08;1589.45;
ОЭС Центра;20.03.2023;20;32766.75;32439.20;1875.29;1806.75;2179.66;1533.68;
ОЭС Центра;20.03.2023;21;32015.86;31940.30;1774.03;1710.49;2062.48;1427.53;
ОЭС Центра;20.03.2023;22;30422.64;30538.89;1513.68;1465.18;1744.58;1202.52;
ОЭС Центра;20.03.2023;23;29818.24;30014.51;1320.23;1280.91;1496.77;1039.57;
ОЭС Центра;19.03.2023;0;28782.48;29123.16;1232.86;1198.19;1384.63;983.83;
ОЭС Центра;19.03.2023;1;28060.49;28566.92;1107.11;1075.63;1234.45;865.98;
ОЭС Центра;19.03.2023;2;27572.97;28104.48;1083.34;1052.46;1196.81;837.47;
ОЭС Центра;19.03.2023;3;27447.72;27826.58;1078.66;1047.67;1189.77;823.89;
ОЭС Центра;19.03.2023;4;27614.36;28059.92;1084.60;1053.20;1199.64;829.37;
ОЭС Центра;19.03.2023;5;27911.06;28553.43;1088.45;1057.32;1207.13;830.89;
ОЭС Центра;19.03.2023;6;27479.53;28373.93;1086.01;1054.63;1215.57;827.35;
ОЭС Центра;19.03.2023;7;27872.85;29005.74;1160.30;1127.18;1306.78;893.25;
ОЭС Центра;19.03.2023;8;29076.90;29872.91;1383.93;1342.25;1588.28;1055.79;
ОЭС Центра;19.03.2023;9;30171.59;29974.08;1610.54;1560.25;1879.02;1251.80;
ОЭС Центра;19.03.2023;10;30835.96;30320.27;1650.23;1597.94;1926.32;1314.25;
ОЭС Центра;19.03.2023;11;31033.95;30474.14;1661.66;1608.28;1938.63;1330.74;
ОЭС Центра;19.03.2023;12;30897.38;30348.44;1656.48;1603.08;1921.59;1298.23;
ОЭС Центра;19.03.2023;13;30887.56;30357.85;1652.35;1599.10;1923.16;1281.95;
ОЭС Центра;19.03.2023;14;30796.22;30381.50;1645.18;1592.11;1909.61;1278.09;
ОЭС Центра;19.03.2023;15;30774.37;31005.11;1605.06;1552.38;1876.87;1224.51;
ОЭС Центра;19.03.2023;16;30950.64;31135.76;1622.75;1568.81;1890.72;1241.07;
ОЭС Центра;19.03.2023;17;31224.10;31374.15;1637.25;1582.24;1896.03;1285.05;
ОЭС Центра;19.03.2023;18;31838.60;31890.19;1683.04;1624.44;1907.66;1385.81;
ОЭС Центра;19.03.2023;19;32282.04;32330.54;1721.56;1658.55;1971.91;1366.22;
ОЭС Центра;19.03.2023;20;32130.17;31984.83;1725.66;1662.98;1979.66;1364.29;
ОЭС Центра;19.03.2023;21;31382.25;31062.26;1686.72;1629.63;1915.44;1337.23;
ОЭС Центра;19.03.2023;22;29957.53;30194.01;1510.70;1462.99;1754.90;1159.13;
ОЭС Центра;19.03.2023;23;29597.20;29665.96;1293.95;1255.75;1465.64;995.59;
ОЭС Центра;18.03.2023;0;28827.32;29114.85;1368.58;1329.91;1546.68;1073.02;
ОЭС Центра;18.03.2023;1;28088.17;28948.79;1222.36;1188.39;1375.87;933.82;
ОЭС Центра;18.03.2023;2;27607.71;28674.69;1146.49;1114.80;1271.42;877.17;
ОЭС Центра;18.03.2023;3;27501.24;28683.19;1127.89;1096.83;1248.88;869.41;
ОЭС Центра;18.03.2023;4;27715.83;28916.49;1158.56;1126.47;1284.70;890.33;
ОЭС Центра;18.03.2023;5;28148.67;29299.46;1230.06;1195.75;1379.34;948.30;
ОЭС Центра;18.03.2023;6;28032.10;29391.83;1304.45;1266.92;1472.64;999.74;
ОЭС Центра;18.03.2023;7;28788.94;29940.53;1460.10;1416.49;1661.53;1126.55;
ОЭС Центра;18.03.2023;8;30177.08;30880.16;1679.45;1626.72;1886.48;1315.91;
ОЭС Центра;18.03.2023;9;31236.57;32034.19;1703.93;1647.34;1945.04;1351.34;
ОЭС Центра;18.03.2023;10;31684.36;32118.79;1726.46;1668.81;1960.47;1379.71;
ОЭС Центра;18.03.2023;11;31734.13;31458.69;1758.38;1700.07;1987.75;1411.15;
ОЭС Центра;18.03.2023;12;31456.88;31368.20;1746.23;1687.95;1975.57;1395.70;
ОЭС Центра;18.03.2023;13;31411.48;31369.70;1740.16;1682.54;1966.73;1383.01;
ОЭС Центра;18.03.2023;14;31250.08;31288.23;1713.30;1657.01;1933.60;1383.27;
ОЭС Центра;18.03.2023;15;31212.85;31246.76;1704.74;1648.59;1923.78;1367.27;
ОЭС Центра;18.03.2023;16;31184.24;31598.56;1695.37;1639.51;1913.47;1347.71;
ОЭС Центра;18.03.2023;17;31262.45;31823.70;1691.16;1635.11;1909.50;1358.35;
ОЭС Центра;18.03.2023;18;31913.85;32169.17;1737.77;1677.93;1970.42;1443.58;
ОЭС Центра;18.03.2023;19;32292.03;32319.80;1758.59;1697.17;1995.05;1450.44;
ОЭС Центра;18.03.2023;20;32023.18;31563.03;1770.31;1709.22;2003.55;1436.97;
ОЭС Центра;18.03.2023;21;31317.52;30984.94;1715.97;1658.78;1939.14;1372.48;
ОЭС Центра;18.03.2023;22;29957.17;29840.93;1543.22;1495.75;1767.23;1224.99;
ОЭС Центра;18.03.2023;23;29600.19;29322.43;1317.50;1279.14;1483.10;1028.71;
ОЭС Центра;17.03.2023;0;28587.98;29230.29;1167.40;1134.32;1307.78;824.59;
ОЭС Центра;17.03.2023;1;27893.75;28507.15;1093.16;1061.76;1215.87;770.10;
ОЭС Центра;17.03.2023;2;27420.92;28030.42;1078.72;1047.63;1195.87;748.77;
ОЭС Центра;17.03.2023;3;27329.02;28111.14;1081.79;1050.91;1200.15;751.24;
ОЭС Центра;17.03.2023;4;27641.61;28815.36;1120.01;1088.36;1248.73;758.05;
ОЭС Центра;17.03.2023;5;28456.67;29592.92;1222.48;1187.53;1375.04;856.94;
ОЭС Центра;17.03.2023;6;29117.20;29999.69;1434.33;1391.92;1634.11;1013.40;
ОЭС Центра;17.03.2023;7;30667.85;30899.77;1634.97;1582.63;1876.65;1252.78;
ОЭС Центра;17.03.2023;8;32466.89;31955.36;1847.00;1783.39;2099.33;1360.55;
ОЭС Центра;17.03.2023;9;33526.53;32945.87;1879.01;1810.73;2154.42;1482.18;
ОЭС Центра;17.03.2023;10;33626.78;32947.12;1897.79;1828.94;2170.82;1506.13;
ОЭС Центра;17.03.2023;11;33404.77;32382.61;1923.06;1855.69;2181.24;1532.86;
ОЭС Центра;17.03.2023;12;32956.74;32035.69;1893.80;1828.47;2151.49;1413.08;
ОЭС Центра;17.03.2023;13;33025.91;31966.88;1902.90;1836.87;2161.80;1460.68;
ОЭС Центра;17.03.2023;14;32859.12;31678.00;1889.74;1824.35;2143.13;1440.91;
ОЭС Центра;17.03.2023;15;32657.12;31616.15;1865.58;1801.22;2112.94;1406.25;
ОЭС Центра;17.03.2023;16;32493.97;32074.19;1788.10;1725.13;2027.81;1322.63;
ОЭС Центра;17.03.2023;17;32390.50;32077.19;1805.60;1742.05;2046.71;1391.51;
ОЭС Центра;17.03.2023;18;32826.68;32310.24;1858.65;1792.54;2114.33;1531.42;
ОЭС Центра;17.03.2023;19;33229.15;32229.29;1903.63;1835.28;2169.65;1522.63;
ОЭС Центра;17.03.2023;20;32807.22;31725.59;1891.83;1824.92;2149.33;1450.65;
ОЭС Центра;17.03.2023;21;31971.33;31342.94;1845.63;1782.51;2095.07;1381.16;
ОЭС Центра;17.03.2023;22;30449.45;30210.79;1647.79;1595.50;1895.71;1168.16;
ОЭС Центра;17.03.2023;23;29888.85;29425.69;1456.87;1414.17;1643.73;1038.35;
ОЭС Центра;16.03.2023;0;28629.81;29330.41;1168.41;1134.00;1311.02;843.03;
ОЭС Центра;16.03.2023;1;27932.68;28455.32;1090.65;1057.95;1212.92;763.30;
ОЭС Центра;16.03.2023;2;27473.19;28012.08;1056.91;1024.93;1158.44;735.32;
ОЭС Центра;16.03.2023;3;27374.00;28150.68;1060.63;1028.91;1163.21;735.81;
ОЭС Центра;16.03.2023;4;27701.45;28735.82;1109.23;1076.38;1223.96;780.31;
ОЭС Центра;16.03.2023;5;28487.15;29611.79;1240.09;1202.96;1385.22;874.28;
ОЭС Центра;16.03.2023;6;29198.76;30023.47;1484.18;1436.44;1686.17;1154.18;
ОЭС Центра;16.03.2023;7;30764.37;31130.56;1696.37;1637.35;1955.90;1321.32;
ОЭС Центра;16.03.2023;8;32399.09;32163.54;1838.59;1771.03;2113.62;1529.91;
ОЭС Центра;16.03.2023;9;33407.16;33088.03;1880.67;1807.73;2179.42;1645.22;
ОЭС Центра;16.03.2023;10;33590.87;33173.99;1882.53;1808.91;2184.44;1638.12;
ОЭС Центра;16.03.2023;11;33402.26;32566.26;1909.60;1837.36;2212.21;1665.91;
ОЭС Центра;16.03.2023;12;33018.27;32404.07;1883.37;1812.65;2175.44;1563.80;
ОЭС Центра;16.03.2023;13;33112.77;32396.07;1889.05;1817.82;2183.41;1564.78;
ОЭС Центра;16.03.2023;14;33009.06;32361.93;1868.06;1797.48;2155.99;1544.50;
ОЭС Центра;16.03.2023;15;32818.15;32282.85;1845.24;1775.92;2125.62;1502.41;
ОЭС Центра;16.03.2023;16;32640.43;32867.94;1769.53;1700.42;2034.74;1410.72;
ОЭС Центра;16.03.2023;17;32540.77;32869.74;1768.77;1699.72;2009.43;1436.00;
ОЭС Центра;16.03.2023;18;32937.64;32897.47;1819.26;1747.27;2138.34;1549.57;
ОЭС Центра;16.03.2023;19;33328.80;32740.99;1877.44;1802.88;2225.08;1574.74;
ОЭС Центра;16.03.2023;20;32850.92;32155.55;1839.97;1769.58;2169.23;1500.51;
ОЭС Центра;16.03.2023;21;32059.29;31855.70;1779.33;1712.71;2089.46;1373.18;
ОЭС Центра;16.03.2023;22;30438.92;30822.85;1654.09;1598.27;1912.40;1239.77;
ОЭС Центра;16.03.2023;23;29843.93;30031.72;1400.95;1357.72;1587.37;1000.29;
ОЭС Центра;15.03.2023;0;28786.53;29829.88;1115.94;1085.60;1251.83;814.19;
ОЭС Центра;15.03.2023;1;28099.83;28905.83;1059.51;1029.76;1177.05;757.11;
ОЭС Центра;15.03.2023;2;27719.88;28457.98;1044.71;1015.27;1151.43;740.07;
ОЭС Центра;15.03.2023;3;27638.13;28503.03;1046.04;1016.87;1154.99;744.40;
ОЭС Центра;15.03.2023;4;27937.19;29139.02;1073.75;1044.42;1189.82;749.07;
ОЭС Центра;15.03.2023;5;28747.65;30362.83;1205.11;1171.74;1351.40;866.00;
ОЭС Центра;15.03.2023;6;29476.25;30638.05;1359.16;1319.15;1551.74;1012.36;
ОЭС Центра;15.03.2023;7;31047.76;32234.49;1671.04;1615.85;1901.26;1262.18;
ОЭС Центра;15.03.2023;8;32823.79;33092.11;1806.75;1741.73;2101.97;1388.38;
ОЭС Центра;15.03.2023;9;33875.82;34001.49;1863.35;1791.98;2189.84;1523.44;
ОЭС Центра;15.03.2023;10;33980.73;34059.97;1877.60;1802.19;2209.44;1518.97;
ОЭС Центра;15.03.2023;11;33730.22;33284.94;1905.77;1834.77;2212.73;1547.51;
ОЭС Центра;15.03.2023;12;33256.53;33106.92;1874.00;1805.05;2161.96;1464.26;
ОЭС Центра;15.03.2023;13;33329.64;33138.31;1875.60;1806.55;2164.73;1480.24;
ОЭС Центра;15.03.2023;14;33172.39;33036.39;1853.38;1785.09;2136.48;1450.25;
ОЭС Центра;15.03.2023;15;32972.01;32966.43;1824.36;1757.31;2099.01;1393.32;
ОЭС Центра;15.03.2023;16;32786.13;33507.68;1760.49;1696.39;2006.88;1341.74;
ОЭС Центра;15.03.2023;17;32676.57;33482.51;1752.70;1688.66;2001.11;1393.53;
ОЭС Центра;15.03.2023;18;33093.37;33772.47;1782.99;1716.90;2048.58;1481.39;
ОЭС Центра;15.03.2023;19;33537.05;33423.12;1841.94;1773.61;2131.99;1506.34;
ОЭС Центра;15.03.2023;20;33078.21;32974.32;1824.02;1758.27;2096.63;1419.70;
ОЭС Центра;15.03.2023;21;32203.49;32448.85;1781.37;1719.14;2040.62;1396.22;
ОЭС Центра;15.03.2023;22;30562.58;31056.02;1608.13;1557.29;1881.78;1191.65;
ОЭС Центра;15.03.2023;23;30005.03;30373.03;1321.81;1282.96;1514.30;987.60;
ОЭС Центра;14.03.2023;0;29363.85;30515.35;1229.01;1196.13;1385.92;922.64;
ОЭС Центра;14.03.2023;1;28669.02;30235.78;1152.38;1121.87;1293.35;854.22;
ОЭС Центра;14.03.2023;2;28213.58;29824.82;1123.80;1093.88;1258.50;822.45;
ОЭС Центра;14.03.2023;3;28117.60;29865.61;1128.98;1099.09;1263.78;836.44;
ОЭС Центра;14.03.2023;4;28418.77;30334.01;1184.60;1153.36;1325.26;869.15;
ОЭС Центра;14.03.2023;5;29240.93;30643.13;1327.39;1291.26;1489.35;1016.08;
ОЭС Центра;14.03.2023;6;29897.40;31166.52;1581.22;1535.49;1817.99;1345.78;
ОЭС Центра;14.03.2023;7;31321.45;32684.21;1702.34;1648.40;1902.82;1518.68;
ОЭС Центра;14.03.2023;8;33042.66;33287.55;1802.36;1740.83;2056.58;1615.01;
ОЭС Центра;14.03.2023;9;34038.09;34169.68;1850.68;1783.40;2147.61;1637.11;
ОЭС Центра;14.03.2023;10;34269.61;34315.23;1900.67;1820.97;2217.48;1596.46;
ОЭС Центра;14.03.2023;11;34093.36;33429.62;1901.63;1833.24;2202.75;1683.84;
ОЭС Центра;14.03.2023;12;33598.34;33301.32;1853.95;1787.62;2131.18;1651.88;
ОЭС Центра;14.03.2023;13;33642.16;33304.80;1854.16;1787.81;2121.32;1644.46;
ОЭС Центра;14.03.2023;14;33504.56;33253.14;1837.65;1771.80;2100.73;1628.83;
ОЭС Центра;14.03.2023;15;33301.38;33167.03;1820.00;1755.41;2077.09;1624.06;
ОЭС Центра;14.03.2023;16;33148.18;33781.40;1768.34;1705.59;2022.32;1575.07;
ОЭС Центра;14.03.2023;17;33033.75;33765.82;1761.46;1698.62;2014.01;1567.58;
ОЭС Центра;14.03.2023;18;33475.25;33887.78;1796.01;1730.82;2058.57;1594.85;
ОЭС Центра;14.03.2023;19;33703.77;33635.71;1829.15;1762.30;2105.46;1619.82;
ОЭС Центра;14.03.2023;20;33110.50;33181.76;1807.57;1743.90;2072.35;1610.66;
ОЭС Центра;14.03.2023;21;32339.69;32949.01;1771.55;1710.89;2020.96;1574.11;
ОЭС Центра;14.03.2023;22;30767.54;31348.08;1653.80;1602.84;1929.39;1271.07;
ОЭС Центра;14.03.2023;23;30261.24;30618.88;1308.96;1272.36;1495.34;945.42;
ОЭС Центра;13.03.2023;0;28856.77;29665.43;1354.18;1318.92;1541.37;1015.46;
ОЭС Центра;13.03.2023;1;28174.65;29512.35;1223.42;1191.60;1389.02;913.05;
ОЭС Центра;13.03.2023;2;27729.51;29365.08;1176.05;1146.00;1332.43;879.62;
ОЭС Центра;13.03.2023;3;27644.32;29457.35;1182.28;1152.19;1335.69;889.87;
ОЭС Центра;13.03.2023;4;27981.08;29883.35;1248.14;1216.17;1408.72;942.94;
ОЭС Центра;13.03.2023;5;28885.63;30144.55;1350.53;1314.60;1530.12;1101.88;
ОЭС Центра;13.03.2023;6;29666.82;31280.91;1533.69;1490.87;1773.79;1408.55;
ОЭС Центра;13.03.2023;7;31276.22;32698.58;1692.08;1640.62;1912.19;1557.05;
ОЭС Центра;13.03.2023;8;33098.19;33604.16;1823.10;1761.53;2109.75;1638.06;
ОЭС Центра;13.03.2023;9;34119.33;34345.70;1887.37;1819.79;2214.96;1675.66;
ОЭС Центра;13.03.2023;10;34269.27;34384.74;1896.69;1828.22;2229.29;1681.43;
ОЭС Центра;13.03.2023;11;34061.68;34270.88;1883.38;1815.76;2201.00;1682.26;
ОЭС Центра;13.03.2023;12;33595.25;34119.29;1842.86;1777.88;2134.09;1643.39;
ОЭС Центра;13.03.2023;13;33710.79;33789.88;1874.58;1808.35;2166.16;1680.01;
ОЭС Центра;13.03.2023;14;33687.36;33789.88;1864.60;1798.27;2154.84;1668.07;
ОЭС Центра;13.03.2023;15;33531.33;33733.35;1852.20;1786.55;2145.13;1655.31;
ОЭС Центра;13.03.2023;16;33328.71;34370.13;1800.39;1736.47;2090.25;1605.52;
ОЭС Центра;13.03.2023;17;33204.30;34332.69;1791.23;1727.87;2078.20;1596.38;
ОЭС Центра;13.03.2023;18;33709.32;34450.13;1829.27;1762.69;2125.19;1623.36;
ОЭС Центра;13.03.2023;19;33986.80;34187.51;1869.16;1800.75;2181.92;1650.78;
ОЭС Центра;13.03.2023;20;33465.69;33731.53;1853.22;1787.24;2149.87;1642.35;
ОЭС Центра;13.03.2023;21;32652.89;33404.81;1786.32;1724.54;2062.43;1592.14;
ОЭС Центра;13.03.2023;22;31070.26;31916.68;1682.96;1630.16;1986.51;1371.61;
ОЭС Центра;13.03.2023;23;30492.36;30973.53;1488.23;1446.87;1716.17;1157.37;
ОЭС Центра;12.03.2023;0;29130.99;29551.05;1432.12;1391.21;1602.59;1172.62;
ОЭС Центра;12.03.2023;1;28387.70;29281.56;1217.65;1183.14;1355.58;967.55;
ОЭС Центра;12.03.2023;2;27856.26;28987.59;1145.32;1113.23;1270.93;892.27;
ОЭС Центра;12.03.2023;3;27706.56;28864.23;1131.10;1099.20;1251.07;887.16;
ОЭС Центра;12.03.2023;4;27790.45;29027.46;1163.51;1130.57;1291.44;908.54;
ОЭС Центра;12.03.2023;5;28106.92;29350.19;1200.55;1166.76;1344.36;985.55;
ОЭС Центра;12.03.2023;6;27736.59;29363.89;1217.67;1182.85;1366.79;1130.71;
ОЭС Центра;12.03.2023;7;28145.99;29625.27;1411.65;1371.23;1591.32;1304.33;
ОЭС Центра;12.03.2023;8;29430.04;30634.49;1584.16;1536.25;1824.22;1450.92;
ОЭС Центра;12.03.2023;9;30695.09;31474.34;1748.61;1692.12;2039.35;1611.15;
ОЭС Центра;12.03.2023;10;31403.19;31722.08;1802.59;1742.98;2135.50;1656.06;
ОЭС Центра;12.03.2023;11;31592.84;31796.62;1813.65;1753.43;2133.55;1669.05;
ОЭС Центра;12.03.2023;12;31433.50;31701.90;1804.38;1744.59;2115.66;1665.05;
ОЭС Центра;12.03.2023;13;31398.33;31698.38;1804.43;1744.59;2120.61;1661.54;
ОЭС Центра;12.03.2023;14;31377.28;32016.38;1789.59;1729.59;2097.35;1644.92;
ОЭС Центра;12.03.2023;15;31339.16;32339.84;1775.53;1715.04;2087.97;1623.37;
ОЭС Центра;12.03.2023;16;31473.22;32384.43;1784.43;1723.07;2103.87;1617.51;
ОЭС Центра;12.03.2023;17;31573.28;32459.06;1794.64;1733.02;2129.39;1638.71;
ОЭС Центра;12.03.2023;18;32226.88;32673.27;1831.75;1767.37;2183.49;1672.61;
ОЭС Центра;12.03.2023;19;32569.19;32695.17;1856.21;1790.47;2227.05;1688.40;
ОЭС Центра;12.03.2023;20;32261.96;31940.27;1867.77;1804.73;2217.76;1704.27;
ОЭС Центра;12.03.2023;21;31494.13;31780.41;1806.93;1747.39;2132.49;1658.52;
ОЭС Центра;12.03.2023;22;30098.12;30689.28;1696.94;1644.05;1977.88;1390.73;
ОЭС Центра;12.03.2023;23;29755.75;30227.43;1583.72;1540.81;1825.50;1211.06;
ОЭС Центра;11.03.2023;0;29793.20;30330.56;1616.81;1565.97;1821.22;1188.50;
ОЭС Центра;11.03.2023;1;29028.78;29602.96;1463.21;1418.89;1631.85;1090.05;
ОЭС Центра;11.03.2023;2;28506.88;29483.96;1317.75;1278.68;1475.30;975.53;
ОЭС Центра;11.03.2023;3;28316.94;29357.49;1299.00;1260.70;1452.52;962.17;
ОЭС Центра;11.03.2023;4;28517.41;29383.26;1401.37;1359.26;1567.19;1022.52;
ОЭС Центра;11.03.2023;5;28940.88;29383.66;1498.68;1452.49;1683.73;1154.39;
ОЭС Центра;11.03.2023;6;28743.23;29578.39;1580.89;1530.85;1792.71;1391.59;
ОЭС Центра;11.03.2023;7;29473.78;30507.26;1649.19;1595.69;1869.88;1446.64;
ОЭС Центра;11.03.2023;8;30908.06;31641.23;1933.11;1869.09;2169.76;1704.14;
ОЭС Центра;11.03.2023;9;32080.27;32906.83;2027.22;1958.83;2309.43;1857.07;
ОЭС Центра;11.03.2023;10;32632.95;33025.59;2064.26;1994.24;2348.10;1887.71;
ОЭС Центра;11.03.2023;11;32761.17;32364.72;2102.62;2031.70;2400.37;1913.52;
ОЭС Центра;11.03.2023;12;32626.95;32344.52;2090.04;2021.20;2334.83;1904.42;
ОЭС Центра;11.03.2023;13;32496.41;32268.80;2082.62;2013.78;2326.93;1893.64;
ОЭС Центра;11.03.2023;14;32399.97;32194.05;2075.89;2007.16;2315.54;1868.37;
ОЭС Центра;11.03.2023;15;32307.96;32129.33;2070.76;2001.57;2332.08;1862.53;
ОЭС Центра;11.03.2023;16;32293.83;32464.36;2053.04;1984.06;2312.82;1819.10;
ОЭС Центра;11.03.2023;17;32360.44;32788.85;2039.19;1969.83;2302.61;1864.95;
ОЭС Центра;11.03.2023;18;32925.57;32911.24;2077.44;2005.23;2346.06;1892.01;
ОЭС Центра;11.03.2023;19;32947.88;33018.03;2081.00;2008.99;2367.92;1897.02;
ОЭС Центра;11.03.2023;20;32411.94;32243.83;2082.35;2012.98;2354.03;1901.98;
ОЭС Центра;11.03.2023;21;31673.49;31932.24;2021.54;1955.41;2273.88;1854.47;
ОЭС Центра;11.03.2023;22;30331.60;30937.06;1713.37;1655.69;1910.57;1425.86;
ОЭС Центра;11.03.2023;23;30031.77;30421.54;1632.51;1583.53;1858.51;1290.73;
ОЭС Центра;10.03.2023;0;29466.49;30433.44;1290.08;1252.98;1461.51;946.20;
ОЭС Центра;10.03.2023;1;28724.39;30236.27;1193.49;1159.43;1348.89;849.99;
ОЭС Центра;10.03.2023;2;28278.56;29899.17;1139.72;1106.76;1269.58;813.76;
ОЭС Центра;10.03.2023;3;28161.64;30102.67;1163.78;1130.60;1297.78;839.51;
ОЭС Центра;10.03.2023;4;28496.12;30441.36;1236.80;1201.26;1379.87;896.82;
ОЭС Центра;10.03.2023;5;29326.08;30642.84;1441.74;1398.76;1612.35;1110.31;
ОЭС Центра;10.03.2023;6;30171.18;31424.34;1593.17;1540.47;1819.59;1403.22;
ОЭС Центра;10.03.2023;7;31796.01;33082.76;1714.03;1652.62;1915.15;1537.05;
ОЭС Центра;10.03.2023;8;33574.74;33564.27;1907.19;1827.81;2149.41;1688.12;
ОЭС Центра;10.03.2023;9;34505.05;34558.05;1927.68;1844.91;2198.50;1696.65;
ОЭС Центра;10.03.2023;10;34585.35;34639.35;1930.95;1848.87;2205.12;1697.83;
ОЭС Центра;10.03.2023;11;34332.82;33902.29;1947.39;1873.96;2234.42;1718.26;
